developer_name,project_name,property_type,rooms_count,area,price_total,price_per_m2,floor,completion_year,address,district
НЕОМЕТРИЯ,Южане,Коммерческая Недвижимость,*,66.6,9237000.0,138700.0,2,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
ССК,Фонтаны,Квартира,2,92.7,13442000.0,145000.0,3,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
ССК,Лучший,Квартира,2,33.2,4034000.0,121500.0,25,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
DOGMA,ПАРК ПОБЕДЫ,Квартира,4,108.8,13861000.0,127400.0,14,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
СЕМЬЯ,Все Свои VIP,Квартира,1,37.2,4520000.0,121500.0,18,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
Ava Dom,Небо,Квартира,3,57.1,7000000.0,122600.0,13,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
Ava Dom,The Grand Palace,Коммерческая Недвижимость,*,63.6,18838000.0,296200.0,2,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
ТОЧНО,Патрики,Квартира,2,57.3,6807000.0,118800.0,18,2026,"г. Краснодар, пер. Монтажников, д. 163",Гидростроителей
Ava Dom,Смородина,Коммерческая Недвижимость,*,103.0,16645000.0,161600.0,1,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
ТОЧНО,ПЕРВОЕ МЕСТО,Квартира,1,43.6,5110000.0,117200.0,21,Сдан,"г. Краснодар, бул. Лесный, д. 69",Черёмушки
DOGMA,ПАРК ПОБЕДЫ,Квартира,4,85.0,10846000.0,127600.0,19,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
ССК,Лучший,Квартира,3,39.1,4993000.0,127700.0,5,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
Ava Dom,Небо,Квартира,3,64.1,7801000.0,121700.0,3,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
DOGMA,МКР САМОЛЁТ,Коммерческая Недвижимость,*,49.8,7799000.0,156600.0,4,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
ТОЧНО,Васильевский остров,Квартира,4,116.5,14423000.0,123800.0,25,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
DOGMA,Рекорд2,Коммерческая Недвижимость,*,70.8,10776000.0,152200.0,3,2026,"​г. Краснодар, ул. Новороссийская, д. 102/8",Пашковский
ССК,Сегодня,Квартира,2,43.9,5299000.0,120700.0,17,Сдан,"г. Краснодар, ул. Ветеранов, д. 85",Центральный
Ava Dom,Смородина,Апартаменты,*,72.2,8852000.0,122600.0,20,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
СЕМЬЯ,Тёплые края,Квартира,4,73.1,9795000.0,134000.0,16,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
DOGMA,Квартал САМОЛЁТ,Апартаменты,*,73.6,8957000.0,121700.0,23,2028,"г. Краснодар, ул. им. Ивана Беличенко, д. 88",Российская
ССК,Лучший,Квартира,1,32.7,3934000.0,120300.0,23,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
DOGMA,DOGMA PARK,Квартира,3,96.3,16997000.0,176500.0,6,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
БЭЛ Девелопмент,Green Apple,Квартира,1,117.5,14511000.0,123500.0,4,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
ТОЧНО,ПЕРВОЕ МЕСТО,Квартира,5,59.0,8065000.0,136700.0,6,Сдан,"г. Краснодар, бул. Лесный, д. 69",Черёмушки
ССК,Сердце,Квартира,1,89.3,11029000.0,123500.0,6,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
Ava Dom,The Grand Palace,Квартира,4,98.6,22303000.0,226200.0,22,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
ТОЧНО,Васильевский остров,Квартира,5,55.4,6991000.0,126200.0,19,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
Ava Dom,Смородина,Квартира,4,116.9,14858000.0,127100.0,18,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
БЭЛ Девелопмент,Green Apple,Квартира,1,57.1,6789000.0,118900.0,1,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
СЕМЬЯ,Тёплые края,Квартира,3,104.9,13784000.0,131400.0,11,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
НЕОМЕТРИЯ,Южане,Квартира,3,89.8,11225000.0,125000.0,13,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
Ava Dom,Небо,Квартира,2,29.8,3570000.0,119800.0,13,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
ССК,Сегодня,Квартира,3,92.0,11767000.0,127900.0,23,Сдан,"г. Краснодар, ул. Ветеранов, д. 85",Центральный
ССК,Сердце,Коммерческая Недвижимость,*,30.1,5126000.0,170300.0,3,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
ТОЧНО,Патрики,Коммерческая Недвижимость,*,111.8,19185000.0,171600.0,4,2026,"г. Краснодар, пер. Монтажников, д. 163",Гидростроителей
ТОЧНО,ПЕРВОЕ МЕСТО,Квартира,3,45.0,5544000.0,123200.0,20,Сдан,"г. Краснодар, бул. Лесный, д. 69",Черёмушки
ССК,Фонтаны,Квартира,2,60.2,8530000.0,141700.0,14,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
ССК,Лучший,Коммерческая Недвижимость,*,64.6,8521000.0,131900.0,4,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
DOGMA,Квартал САМОЛЁТ,Коммерческая Недвижимость,*,116.6,17688000.0,151700.0,3,2028,"г. Краснодар, ул. им. Ивана Беличенко, д. 88",Российская
ССК,Дыхание,Квартира,1,25.9,3100000.0,119700.0,19,3кв. 2025,"г. Краснодар, ул. Летчика Позднякова, д. 2",Фестивальный
ТОЧНО,Васильевский остров,Коммерческая Недвижимость,*,91.6,14629000.0,159700.0,3,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
СЕМЬЯ,Все Свои VIP,Квартира,2,27.0,3245000.0,120200.0,13,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
Ava Dom,Небо,Квартира,2,50.9,5915000.0,116200.0,16,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
ССК,Лучший,Квартира,2,45.1,5633000.0,124900.0,3,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
ТОЧНО,ПЕРВОЕ МЕСТО,Квартира,2,39.0,4805000.0,123200.0,10,Сдан,"г. Краснодар, бул. Лесный, д. 69",Черёмушки
Ava Dom,The Grand Palace,Квартира,3,85.7,17886000.0,208700.0,2,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
DOGMA,Квартал САМОЛЁТ,Квартира,5,61.9,8418000.0,136000.0,17,2028,"г. Краснодар, ул. им. Ивана Беличенко, д. 88",Российская
ТОЧНО,ПЕРВОЕ МЕСТО,Квартира,3,29.3,3686000.0,125800.0,24,Сдан,"г. Краснодар, бул. Лесный, д. 69",Черёмушки
ССК,Сердце,Квартира,2,38.9,4898000.0,125900.0,11,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
СЕМЬЯ,Тёплые края,Квартира,1,106.8,12314000.0,115300.0,1,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
ССК,Сегодня,Коммерческая Недвижимость,*,48.0,6494000.0,135300.0,1,Сдан,"г. Краснодар, ул. Ветеранов, д. 85",Центральный
СЕМЬЯ,Тёплые края,Коммерческая Недвижимость,*,49.5,7153000.0,144500.0,3,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
Ava Dom,Небо,Квартира,5,52.0,6838000.0,131500.0,16,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
DOGMA,ПАРК ПОБЕДЫ,Квартира,2,38.0,4697000.0,123600.0,4,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
СЕМЬЯ,Все Свои VIP,Квартира,4,55.7,6879000.0,123500.0,19,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
ССК,Фонтаны,Квартира,3,48.0,7070000.0,147300.0,22,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
Ava Dom,Небо,Апартаменты,*,79.7,8719000.0,109400.0,21,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
ССК,Традиции,Квартира,2,58.6,6985000.0,119200.0,6,2027,"пгт. Яблоновский, ул. Тургеневское шоссе",Российская
СЕМЬЯ,Друзья,Квартира,3,36.5,4533000.0,124200.0,1,Сдан,"г. Краснодар, пер. Серова, д. 75",Российская
DOGMA,МКР САМОЛЁТ,Коммерческая Недвижимость,*,65.3,8881000.0,136000.0,1,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
Ava Dom,Небо,Коммерческая Недвижимость,*,81.4,10419000.0,128000.0,3,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
БЭЛ Девелопмент,Green Apple,Квартира,3,81.3,9748000.0,119900.0,23,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
DOGMA,DOGMA PARK,Апартаменты,*,86.8,13541000.0,156000.0,18,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
Ava Dom,Новелла,Коммерческая Недвижимость,*,44.5,6831000.0,153500.0,2,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
Ava Dom,Новелла,Коммерческая Недвижимость,*,108.4,15859000.0,146300.0,2,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
ТОЧНО,Васильевский остров,Квартира,4,53.3,6524000.0,122400.0,24,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
Ava Dom,The Grand Palace,Квартира,5,93.2,21846000.0,234400.0,6,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
Ava Dom,Режиссёр,Коммерческая Недвижимость,*,45.3,10917000.0,241000.0,4,2026,"г. Краснодар, ул. Старокубанская, д. 100/6",Черёмушки
СЕМЬЯ,Все Свои VIP,Коммерческая Недвижимость,*,48.7,7977000.0,163800.0,3,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
Ava Dom,Смородина,Коммерческая Недвижимость,*,96.2,14113000.0,146700.0,3,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
НЕОМЕТРИЯ,Айвазовский,Квартира,1,25.6,3436000.0,134200.0,6,Сдан,"г. Краснодар, ул. Старокубанская, д. 123а",Центральный
DOGMA,DOGMA PARK,Квартира,5,67.4,12119000.0,179800.0,16,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
Ava Dom,Смородина,Квартира,3,88.3,11514000.0,130400.0,15,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
НЕОМЕТРИЯ,Южане,Коммерческая Недвижимость,*,33.6,4566000.0,135900.0,3,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
ССК,Лучший,Квартира,4,64.2,8404000.0,130900.0,15,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
ТОЧНО,ПЕРВОЕ МЕСТО,Коммерческая Недвижимость,*,29.9,4377000.0,146400.0,3,Сдан,"г. Краснодар, бул. Лесный, д. 69",Черёмушки
ССК,Ракурс,Квартира,4,111.3,14970000.0,134500.0,20,2028,"г. Краснодар, пер. Снежный, д. 72",Юбилейный
ТОЧНО,ПЕРВОЕ МЕСТО,Квартира,3,109.0,13843000.0,127000.0,11,Сдан,"г. Краснодар, бул. Лесный, д. 69",Черёмушки
DOGMA,ПАРК ПОБЕДЫ,Квартира,1,56.4,6982000.0,123800.0,25,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
ССК,Ракурс,Квартира,1,30.3,3521000.0,116200.0,3,2028,"г. Краснодар, пер. Снежный, д. 72",Юбилейный
НЕОМЕТРИЯ,Южане,Квартира,3,119.6,16361000.0,136800.0,9,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
Ava Dom,The Grand Palace,Квартира,5,26.9,5905000.0,219500.0,16,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
ССК,Лучший,Апартаменты,*,88.7,10928000.0,123200.0,22,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
DOGMA,DOGMA PARK,Апартаменты,*,119.5,18128000.0,151700.0,24,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
БЭЛ Девелопмент,Green Apple,Квартира,5,110.6,14876000.0,134500.0,6,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
Ava Dom,Смородина,Квартира,2,119.3,14483000.0,121400.0,4,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
ССК,Сердце,Квартира,2,43.5,5551000.0,127600.0,13,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
Ava Dom,Режиссёр,Квартира,1,51.1,8912000.0,174400.0,6,2026,"г. Краснодар, ул. Старокубанская, д. 100/6",Черёмушки
Ava Dom,Режиссёр,Коммерческая Недвижимость,*,43.1,10137000.0,235200.0,1,2026,"г. Краснодар, ул. Старокубанская, д. 100/6",Черёмушки
ССК,Традиции,Квартира,1,73.6,9134000.0,124100.0,7,2027,"пгт. Яблоновский, ул. Тургеневское шоссе",Российская
ТОЧНО,ПЕРВОЕ МЕСТО,Квартира,1,112.3,12712000.0,113200.0,15,Сдан,"г. Краснодар, бул. Лесный, д. 69",Черёмушки
DOGMA,Квартал САМОЛЁТ,Коммерческая Недвижимость,*,48.8,7725000.0,158300.0,1,2028,"г. Краснодар, ул. им. Ивана Беличенко, д. 88",Российская
БЭЛ Девелопмент,Green Apple,Коммерческая Недвижимость,*,42.2,6558000.0,155400.0,1,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
БЭЛ Девелопмент,Green Apple,Квартира,3,26.9,3403000.0,126500.0,16,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
ССК,Лучший,Коммерческая Недвижимость,*,90.2,15271000.0,169300.0,2,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
НЕОМЕТРИЯ,Южане,Квартира,1,112.2,13666000.0,121800.0,21,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
НЕОМЕТРИЯ,Южане,Квартира,4,89.5,12253000.0,136900.0,17,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
СЕМЬЯ,Друзья,Квартира,2,60.4,7713000.0,127700.0,18,Сдан,"г. Краснодар, пер. Серова, д. 75",Российская
СЕМЬЯ,Все Свои Vip,Квартира,4,32.5,3978000.0,122400.0,20,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Центральный
ТОЧНО,Васильевский остров,Квартира,2,66.2,8282000.0,125100.0,13,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
ССК,Сегодня,Коммерческая Недвижимость,*,93.5,15110000.0,161600.0,2,Сдан,"г. Краснодар, ул. Ветеранов, д. 85",Центральный
СЕМЬЯ,Друзья,Коммерческая Недвижимость,*,76.4,11330000.0,148300.0,2,Сдан,"г. Краснодар, пер. Серова, д. 75",Российская
DOGMA,ПАРК ПОБЕДЫ,Квартира,5,66.3,8891000.0,134100.0,21,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
ССК,Ракурс,Апартаменты,*,113.0,12950000.0,114600.0,22,2028,"г. Краснодар, пер. Снежный, д. 72",Юбилейный
СЕМЬЯ,Все Свои Vip,Квартира,4,53.8,7231000.0,134400.0,24,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Центральный
ТОЧНО,ПЕРВОЕ МЕСТО,Апартаменты,*,30.6,3397000.0,111000.0,21,Сдан,"г. Краснодар, бул. Лесный, д. 69",Черёмушки
БЭЛ Девелопмент,Green Apple,Коммерческая Недвижимость,*,57.4,8392000.0,146200.0,1,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
ССК,Ракурс,Коммерческая Недвижимость,*,65.7,8764000.0,133400.0,3,2028,"г. Краснодар, пер. Снежный, д. 72",Юбилейный
НЕОМЕТРИЯ,Южане,Коммерческая Недвижимость,*,51.7,6861000.0,132700.0,3,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
ССК,Сердце,Квартира,4,115.3,14977000.0,129900.0,11,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
ТОЧНО,Васильевский остров,Квартира,2,117.0,14777000.0,126300.0,17,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
СЕМЬЯ,Все Свои Vip,Коммерческая Недвижимость,*,113.7,15179000.0,133500.0,3,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Центральный
ССК,Лучший,Апартаменты,*,66.0,8177000.0,123900.0,21,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
ССК,Ракурс,Квартира,5,45.5,6152000.0,135200.0,10,2028,"г. Краснодар, пер. Снежный, д. 72",Юбилейный
Ava Dom,Новелла,Коммерческая Недвижимость,*,30.2,4240000.0,140400.0,2,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
ССК,Сердце,Апартаменты,*,29.0,3390000.0,116900.0,23,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
НЕОМЕТРИЯ,Южане,Квартира,5,25.4,3660000.0,144100.0,23,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
НЕОМЕТРИЯ,Айвазовский,Квартира,3,46.9,6280000.0,133900.0,4,Сдан,"г. Краснодар, ул. Старокубанская, д. 123а",Центральный
ССК,Традиции,Квартира,4,73.5,9467000.0,128800.0,2,2027,"пгт. Яблоновский, ул. Тургеневское шоссе",Российская
НЕОМЕТРИЯ,Южане,Квартира,2,65.4,8384000.0,128200.0,1,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
СЕМЬЯ,Все Свои Vip,Апартаменты,*,61.5,7755000.0,126100.0,24,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Центральный
DOGMA,МКР САМОЛЁТ,Квартира,5,103.3,12995000.0,125800.0,21,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
ССК,Сердце,Квартира,5,108.9,14538000.0,133500.0,15,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
ССК,Сердце,Квартира,5,62.3,8111000.0,130200.0,4,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
СЕМЬЯ,Тёплые края,Квартира,5,78.5,10621000.0,135300.0,17,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
НЕОМЕТРИЯ,Южане,Коммерческая Недвижимость,*,47.4,8077000.0,170400.0,2,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
НЕОМЕТРИЯ,Южане,Квартира,2,75.4,9123000.0,121000.0,14,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
СЕМЬЯ,Все Свои Vip,Квартира,5,107.9,13876000.0,128600.0,22,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Центральный
ТОЧНО,Патрики,Квартира,2,94.1,11800000.0,125400.0,16,2026,"г. Краснодар, пер. Монтажников, д. 163",Гидростроителей
СЕМЬЯ,Все Свои Vip,Квартира,1,77.9,8873000.0,113900.0,24,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Центральный
НЕОМЕТРИЯ,Айвазовский,Квартира,5,96.5,14195000.0,147100.0,23,Сдан,"г. Краснодар, ул. Старокубанская, д. 123а",Центральный
СЕМЬЯ,Тёплые края,Коммерческая Недвижимость,*,117.0,18591000.0,158900.0,1,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
СЕМЬЯ,Друзья,Квартира,2,104.7,13276000.0,126800.0,23,Сдан,"г. Краснодар, пер. Серова, д. 75",Российская
ССК,Ракурс,Коммерческая Недвижимость,*,87.5,12670000.0,144800.0,1,2028,"г. Краснодар, пер. Снежный, д. 72",Юбилейный
СЕМЬЯ,Тёплые края,Апартаменты,*,100.7,11963000.0,118800.0,20,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
ТОЧНО,ПЕРВОЕ МЕСТО,Квартира,5,67.2,8568000.0,127500.0,8,Сдан,"г. Краснодар, бул. Лесный, д. 69",Черёмушки
ТОЧНО,ПЕРВОЕ МЕСТО,Квартира,1,114.1,13749000.0,120500.0,21,Сдан,"г. Краснодар, бул. Лесный, д. 69",Черёмушки
БЭЛ Девелопмент,Green Apple,Квартира,5,34.0,4396000.0,129300.0,11,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
ТОЧНО,Васильевский остров,Коммерческая Недвижимость,*,88.1,12713000.0,144300.0,4,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
DOGMA,REEDS,Коммерческая Недвижимость,*,93.6,19151000.0,204600.0,3,2028,"г. Краснодар, ул. Николая Огурцова",Черёмушки
ССК,Сердце,Квартира,3,41.0,5174000.0,126200.0,15,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
DOGMA,МКР САМОЛЁТ,Квартира,1,109.7,13164000.0,120000.0,17,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
ТОЧНО,Васильевский остров,Квартира,2,36.2,4630000.0,127900.0,10,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
ССК,Фонтаны,Квартира,2,93.4,13422000.0,143700.0,16,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
ССК,Сердце,Коммерческая Недвижимость,*,38.6,5968000.0,154600.0,1,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
ССК,Фонтаны,Апартаменты,*,103.0,14348000.0,139300.0,18,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
DOGMA,ПАРК ПОБЕДЫ,Апартаменты,*,50.6,6011000.0,118800.0,19,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
СЕМЬЯ,Все Свои Vip,Квартира,3,107.3,13348000.0,124400.0,8,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Центральный
ССК,Лучший,Апартаменты,*,107.4,12383000.0,115300.0,18,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
СЕМЬЯ,Все Свои VIP,Квартира,2,108.0,12647000.0,117100.0,7,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
ССК,Дыхание,Апартаменты,*,113.9,12916000.0,113400.0,18,3кв. 2025,"г. Краснодар, ул. Летчика Позднякова, д. 2",Фестивальный
DOGMA,Рекорд2,Коммерческая Недвижимость,*,62.8,9137000.0,145500.0,2,2026,"​г. Краснодар, ул. Новороссийская, д. 102/8",Пашковский
ССК,Дыхание,Квартира,5,93.8,11847000.0,126300.0,7,3кв. 2025,"г. Краснодар, ул. Летчика Позднякова, д. 2",Фестивальный
СЕМЬЯ,Все Свои VIP,Апартаменты,*,85.7,10361000.0,120900.0,20,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
ССК,Ракурс,Квартира,3,33.6,4099000.0,122000.0,25,2028,"г. Краснодар, пер. Снежный, д. 72",Юбилейный
ССК,Традиции,Квартира,2,33.7,3953000.0,117300.0,11,2027,"пгт. Яблоновский, ул. Тургеневское шоссе",Российская
ТОЧНО,Васильевский остров,Апартаменты,*,27.4,3370000.0,123000.0,23,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
НЕОМЕТРИЯ,Южане,Квартира,4,93.0,11913000.0,128100.0,4,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
ССК,Дыхание,Квартира,3,86.4,10385000.0,120200.0,25,3кв. 2025,"г. Краснодар, ул. Летчика Позднякова, д. 2",Фестивальный
ССК,Лучший,Квартира,1,62.5,7162000.0,114600.0,1,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
Ava Dom,Режиссёр,Квартира,1,85.3,14254000.0,167100.0,9,2026,"г. Краснодар, ул. Старокубанская, д. 100/6",Черёмушки
DOGMA,МКР САМОЛЁТ,Квартира,4,114.2,14298000.0,125200.0,2,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
ССК,Фонтаны,Квартира,5,117.9,18982000.0,161000.0,1,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
СЕМЬЯ,Все Свои Vip,Квартира,3,115.3,14805000.0,128400.0,8,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Центральный
ССК,Традиции,Квартира,1,115.4,13744000.0,119100.0,15,2027,"пгт. Яблоновский, ул. Тургеневское шоссе",Российская
DOGMA,DOGMA PARK,Коммерческая Недвижимость,*,31.8,6408000.0,201500.0,2,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
БЭЛ Девелопмент,Green Apple,Квартира,4,45.4,5793000.0,127600.0,8,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
ССК,Ракурс,Квартира,3,110.8,14049000.0,126800.0,9,2028,"г. Краснодар, пер. Снежный, д. 72",Юбилейный
НЕОМЕТРИЯ,Айвазовский,Квартира,3,44.2,5742000.0,129900.0,5,Сдан,"г. Краснодар, ул. Старокубанская, д. 123а",Центральный
DOGMA,DOGMA PARK,Квартира,4,43.9,7832000.0,178400.0,7,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
СЕМЬЯ,Друзья,Квартира,5,46.0,6265000.0,136200.0,7,Сдан,"г. Краснодар, пер. Серова, д. 75",Российская
DOGMA,Рекорд2,Апартаменты,*,87.9,11040000.0,125600.0,20,2026,"​г. Краснодар, ул. Новороссийская, д. 102/8",Пашковский
Ava Dom,Смородина,Квартира,5,80.8,11223000.0,138900.0,1,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
Ava Dom,The Grand Palace,Квартира,3,74.0,16088000.0,217400.0,18,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
DOGMA,REEDS,Квартира,3,44.5,7209000.0,162000.0,7,2028,"г. Краснодар, ул. Николая Огурцова",Черёмушки
DOGMA,DOGMA PARK,Коммерческая Недвижимость,*,97.6,21394000.0,219200.0,4,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
Ava Dom,The Grand Palace,Квартира,3,101.1,21878000.0,216400.0,24,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
DOGMA,REEDS,Квартира,4,76.5,12837000.0,167800.0,6,2028,"г. Краснодар, ул. Николая Огурцова",Черёмушки
ТОЧНО,Васильевский остров,Коммерческая Недвижимость,*,65.1,10898000.0,167400.0,3,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
СЕМЬЯ,Все Свои Vip,Квартира,5,75.5,9687000.0,128300.0,6,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Центральный
DOGMA,МКР САМОЛЁТ,Квартира,3,71.3,9283000.0,130200.0,16,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
ТОЧНО,Васильевский остров,Квартира,5,82.9,11316000.0,136500.0,4,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
ССК,Сердце,Квартира,4,63.9,8160000.0,127700.0,16,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
